category,controller_name,path,actions,rescued_exceptions,rescue_froms
"no_handling","AppealsApi::HeaderModification","modules/appeals_api/app/controllers/concerns/appeals_api/header_modification.rb","deprecate","",""
"no_handling","AppealsApi::HigherLevelReviews::PdfFormFieldV2Validator","modules/appeals_api/app/controllers/concerns/appeals_api/higher_level_reviews/pdf_form_field_v2_validator.rb","validate","",""
"no_handling","AppealsApi::IcnParameterValidation","modules/appeals_api/app/controllers/concerns/appeals_api/icn_parameter_validation.rb","validate_icn_parameter | validate_token_icn_access | veteran_icn","",""
"no_handling","AppealsApi::MPIVeteran","modules/appeals_api/app/controllers/concerns/appeals_api/mpi_veteran.rb","target_veteran","",""
"no_handling","AppealsApi::OpenidAuth","modules/appeals_api/app/controllers/concerns/appeals_api/openid_auth.rb","audience_url | find_auth_token | auth_token | token_validation_client | validate_auth_token | token_validation_result","",""
"no_handling","AppealsApi::PdfDownloads","modules/appeals_api/app/controllers/concerns/appeals_api/pdf_downloads.rb","render_appeal_pdf_download | self | download_authorized | submitted | expired | render_pdf_download_not_ready | render_pdf_download_expired","",""
"no_handling","AppealsApi::Schemas","modules/appeals_api/app/controllers/concerns/appeals_api/schemas.rb","headers_schema | form_schema | validate_headers | validate_form_data","",""
"no_handling","AppealsApi::StatusSimulator::StatusSimulation","modules/appeals_api/app/controllers/concerns/appeals_api/status_simulation.rb","status | status_requested_and_allowed | status_simulation_requested | status_simulation_allowed | with_status_simulation","",""
"no_handling","AppsApi::Docs::V0::ApiController","modules/apps_api/app/controllers/apps_api/docs/v0/api_controller.rb","index","",""
"no_handling","AskVAApi::V0::AddressValidationController","modules/ask_va_api/app/controllers/ask_va_api/v0/address_validation_controller.rb","create","",""
"no_handling","AskVAApi::V0::EducationFacilitiesController","modules/ask_va_api/app/controllers/ask_va_api/v0/education_facilities_controller.rb","autocomplete | search | show | children","",""
"no_handling","AskVAApi::V0::InquiriesController::InvalidAttachmentError","modules/ask_va_api/app/controllers/ask_va_api/v0/inquiries_controller.rb","index | show | create | unauth_create | download_attachment | profile | status | create_reply","",""
"no_handling","AskVAApi::V0::StaticDataController","modules/ask_va_api/app/controllers/ask_va_api/v0/static_data_controller.rb","announcements | branch_of_service | contents","",""
"no_handling","AskVAApi::V0::ZipStateValidationController","modules/ask_va_api/app/controllers/ask_va_api/v0/zip_state_validation_controller.rb","create","",""
"no_handling","Avs::V0::ApidocsController","modules/avs/app/controllers/avs/v0/apidocs_controller.rb","index","",""
"no_handling","Avs::V0::AvsController","modules/avs/app/controllers/avs/v0/avs_controller.rb","index | show | avs_service | feature_enabled | get_avs_path | render_client_error | serializer | validate_search_param | validate_sid | normalize_icn | icns_match","",""
"no_handling","CheckIn::V0::PatientCheckInsController","modules/check_in/app/controllers/check_in/v0/patient_check_ins_controller.rb","show | create","",""
"no_handling","CheckIn::V0::TravelClaimsController","modules/check_in/app/controllers/check_in/v0/travel_claims_controller.rb","create | permitted_params | authorize","",""
"no_handling","CheckIn::V1::PatientCheckInsController","modules/check_in/app/controllers/check_in/v1/patient_check_ins_controller.rb","show | create","",""
"no_handling","CheckIn::V1::SessionsController","modules/check_in/app/controllers/check_in/v1/sessions_controller.rb","show | create","",""
"no_handling","CheckIn::V2::ApidocsController","modules/check_in/app/controllers/check_in/v2/apidocs_controller.rb","index","",""
"no_handling","CheckIn::V2::DemographicsController","modules/check_in/app/controllers/check_in/v2/demographics_controller.rb","update | permitted_params","",""
"no_handling","CheckIn::V2::PatientCheckInsController","modules/check_in/app/controllers/check_in/v2/patient_check_ins_controller.rb","show | create | permitted_params","",""
"no_handling","CheckIn::V2::PreCheckInsController","modules/check_in/app/controllers/check_in/v2/pre_check_ins_controller.rb","show | create | permitted_params","",""
"no_handling","CheckIn::V2::SessionsController","modules/check_in/app/controllers/check_in/v2/sessions_controller.rb","show | create | permitted_params","",""
"no_handling","ClaimsApi::Docs::V1::ApiController","modules/claims_api/app/controllers/claims_api/docs/v1/api_controller.rb","index","",""
"no_handling","ClaimsApi::Docs::V2::ApiController","modules/claims_api/app/controllers/claims_api/docs/v2/api_controller.rb","index","",""
"no_handling","ClaimsApi::MetadataController","modules/claims_api/app/controllers/claims_api/metadata_controller.rb","index","",""
"no_handling","ClaimsApi::V1::Forms::Base","modules/claims_api/app/controllers/claims_api/v1/forms/base.rb","schema","",""
"no_handling","ClaimsApi::V1::Forms::IntentToFileController","modules/claims_api/app/controllers/claims_api/v1/forms/intent_to_file_controller.rb","submit_form_0966 | active | validate","",""
"no_handling","ClaimsApi::V2::Blueprints::Transformers::LowerCamelTransformer","modules/claims_api/app/controllers/claims_api/v2/blueprints/transformers/lower_camel_transformer.rb","transform","",""
"no_handling","ClaimsApi::V2::VeteranIdentifierController","modules/claims_api/app/controllers/claims_api/v2/veteran_identifier_controller.rb","find","",""
"no_handling","ClaimsApi::V2::Veterans::ClaimsController","modules/claims_api/app/controllers/claims_api/v2/veterans/claims_controller.rb","index | show","",""
"no_handling","ClaimsApi::V2::Veterans::DisabilityCompensationController","modules/claims_api/app/controllers/claims_api/v2/veterans/disability_compensation_controller.rb","validate | generate_pdf | synchronous","",""
"no_handling","ClaimsApi::V2::Veterans::EvidenceWaiverController","modules/claims_api/app/controllers/claims_api/v2/veterans/evidence_waiver_controller.rb","submit","",""
"no_handling","ClaimsApi::V2::Veterans::IntentToFileController","modules/claims_api/app/controllers/claims_api/v2/veterans/intent_to_file_controller.rb","type | submit | validate","",""
"no_handling","ClaimsApi::V2::Veterans::PowerOfAttorney::IndividualController","modules/claims_api/app/controllers/claims_api/v2/veterans/power_of_attorney/individual_controller.rb","submit | validate","",""
"no_handling","ClaimsApi::V2::Veterans::PowerOfAttorney::OrganizationController","modules/claims_api/app/controllers/claims_api/v2/veterans/power_of_attorney/organization_controller.rb","submit | validate","",""
"no_handling","ClaimsApi::CcgTokenValidation","modules/claims_api/app/controllers/concerns/claims_api/ccg_token_validation.rb","validate_ccg_token","",""
"no_handling","ClaimsApi::ClaimsUser","modules/claims_api/app/controllers/concerns/claims_api/claims_user.rb","set_validated_token | authn_context | mhv_icn | first_name_last_name","",""
"no_handling","ClaimsApi::DependentClaimantValidation","modules/claims_api/app/controllers/concerns/claims_api/dependent_claimant_validation.rb","allow_dependent_claimant","",""
"no_handling","ClaimsApi::EndpointDeprecation","modules/claims_api/app/controllers/concerns/claims_api/endpoint_deprecation.rb","add_deprecation_headers_to_response","",""
"no_handling","ClaimsApi::HeaderValidation","modules/claims_api/app/controllers/concerns/claims_api/header_validation.rb","validate_headers","",""
"no_handling","ClaimsApi::MPIVerification","modules/claims_api/app/controllers/concerns/claims_api/mpi_verification.rb","verify_mpi","",""
"no_handling","ClaimsApi::PreJsonValidations","modules/claims_api/app/controllers/concerns/claims_api/pre_json_validations.rb","pre_json_verification_of_email_for_poa | validate_form_email","",""
"no_handling","ClaimsApi::TargetVeteran","modules/claims_api/app/controllers/concerns/claims_api/target_veteran.rb","target_veteran | build_target_veteran | mpi_profile_from | user_is_target_veteran | user_represents_veteran | user_is_representative","",""
"no_handling","ClaimsApi::UserIdentifier","modules/claims_api/app/controllers/concerns/claims_api/user_identifier.rb","set_icn | set_ssn | first_name_last_name","",""
"no_handling","ClaimsApi::V2::ClaimsRequests::ClaimValidation","modules/claims_api/app/controllers/concerns/claims_api/v2/claims_requests/claim_validation.rb","validate_id_with_icn","",""
"no_handling","ClaimsApi::V2::ClaimsRequests::SupportingDocuments","modules/claims_api/app/controllers/concerns/claims_api/v2/claims_requests/supporting_documents.rb","build_supporting_docs | get_file_number | transform_documents | upload_date | bd_upload_date | use_birls_id_file_number | find_by_ssn","",""
"no_handling","ClaimsApi::V2::ClaimsRequests::TrackedItems","modules/claims_api/app/controllers/concerns/claims_api/v2/claims_requests/tracked_items.rb","find_tracked_items | find_tracked_item | build_wwsnfy_items | build_wwd_items | build_wwr_items | build_no_longer_needed_items | map_bgs_tracked_items | build_tracked_item","",""
"no_handling","ClaimsApi::V2::ClaimsRequests::TrackedItemsAssistance","modules/claims_api/app/controllers/concerns/claims_api/v2/claims_requests/tracked_items_assistance.rb","format_bgs_date | date_present | overdue | tracked_item_req_date | accepted | uploads_allowed","",""
"no_handling","ClaimsApi::V2::EvidenceWaiverSubmissionValidation","modules/claims_api/app/controllers/concerns/claims_api/v2/evidence_waiver_submission_validation.rb","validate_form_5103_submission_values","",""
"no_handling","DebtsApi::Concerns::SubmissionValidation::BaseValidator::FormInvalid::<<::FSRValidator::DisputeDebtValidator::<<","modules/debts_api/app/controllers/debts_api/concerns/submission_validation.rb","validate_form_schema | log_and_raise_error | validate_form_schema","",""
"no_handling","DebtsApi::V0::FinancialStatusReportsCalculationsController","modules/debts_api/app/controllers/debts_api/v0/financial_status_reports_calculations_controller.rb","total_assets | monthly_income | monthly_expenses | all_expenses","",""
"no_handling","DebtsApi::V0::OneDebtLettersController","modules/debts_api/app/controllers/debts_api/v0/one_debt_letters_controller.rb","combine_pdf","",""
"no_handling","DhpConnectedDevices::ApidocsController","modules/dhp_connected_devices/app/controllers/dhp_connected_devices/apidocs_controller.rb","index","",""
"no_handling","DhpConnectedDevices::VeteranDeviceRecordsController","modules/dhp_connected_devices/app/controllers/dhp_connected_devices/veteran_device_records_controller.rb","index","",""
"no_handling","FacilitiesApi::V2::ApidocsController","modules/facilities_api/app/controllers/facilities_api/v2/apidocs_controller.rb","index","",""
"no_handling","FacilitiesApi::V2::CcpController","modules/facilities_api/app/controllers/facilities_api/v2/ccp_controller.rb","index | urgent_care | provider | pharmacy | specialties","",""
"no_handling","FacilitiesApi::V2::VAController","modules/facilities_api/app/controllers/facilities_api/v2/va_controller.rb","search | show","",""
"no_handling","IncomeLimits::V1::IncomeLimitsController","modules/income_limits/app/controllers/income_limits/v1/income_limits_controller.rb","index | validate_zip_code","",""
"no_handling","MebApi::V0::ApidocsController","modules/meb_api/app/controllers/meb_api/v0/apidocs_controller.rb","index","",""
"no_handling","Mobile::Concerns::SSOLogging","modules/mobile/app/controllers/mobile/concerns/sso_logging.rb","log_sso_info | sso_logging_info | sso_cookie_content | credential_uuid | sign_in_expiration_time | sign_in_service_session","",""
"no_handling","Mobile::DiscoveryController","modules/mobile/app/controllers/mobile/discovery_controller.rb","welcome","",""
"no_handling","Mobile::V0::AddressesController","modules/mobile/app/controllers/mobile/v0/addresses_controller.rb","create | update | destroy | validate","",""
"no_handling","Mobile::V0::AllergyIntolerancesController","modules/mobile/app/controllers/mobile/v0/allergy_intolerances_controller.rb","index","",""
"no_handling","Mobile::V0::AttachmentsController","modules/mobile/app/controllers/mobile/v0/attachments_controller.rb","show","",""
"no_handling","Mobile::V0::AuthorizedServicesController","modules/mobile/app/controllers/mobile/v0/authorized_services_controller.rb","index","",""
"no_handling","Mobile::V0::AwardsController","modules/mobile/app/controllers/mobile/v0/awards_controller.rb","index","",""
"no_handling","Mobile::V0::CemeteriesController","modules/mobile/app/controllers/mobile/v0/cemeteries_controller.rb","index | client","",""
"no_handling","Mobile::V0::CheckInController","modules/mobile/app/controllers/mobile/v0/check_in_controller.rb","create","",""
"no_handling","Mobile::V0::ClinicsController","modules/mobile/app/controllers/mobile/v0/clinics_controller.rb","index | slots | facility_slots","",""
"no_handling","Mobile::V0::CommunityCareEligibilityController","modules/mobile/app/controllers/mobile/v0/community_care_eligibility_controller.rb","show","",""
"no_handling","Mobile::V0::CommunityCareProvidersController","modules/mobile/app/controllers/mobile/v0/community_care_providers_controller.rb","index","",""
"no_handling","Mobile::V0::ContactInfoController","modules/mobile/app/controllers/mobile/v0/contact_info_controller.rb","show","",""
"no_handling","Mobile::V0::DebtsController","modules/mobile/app/controllers/mobile/v0/debts_controller.rb","index | show","",""
"no_handling","Mobile::V0::DemographicsController","modules/mobile/app/controllers/mobile/v0/demographics_controller.rb","index","",""
"no_handling","Mobile::V0::DependentsRequestDecisionsController","modules/mobile/app/controllers/mobile/v0/dependents_request_decisions_controller.rb","index","",""
"no_handling","Mobile::V0::DisabilityRatingController","modules/mobile/app/controllers/mobile/v0/disability_rating_controller.rb","index","",""
"no_handling","Mobile::V0::EfolderController","modules/mobile/app/controllers/mobile/v0/efolder_controller.rb","index | download","",""
"no_handling","Mobile::V0::EmailsController","modules/mobile/app/controllers/mobile/v0/emails_controller.rb","create | update | destroy","",""
"no_handling","Mobile::V0::EnrollmentStatusController","modules/mobile/app/controllers/mobile/v0/enrollment_status_controller.rb","show","",""
"no_handling","Mobile::V0::FacilitiesInfoController","modules/mobile/app/controllers/mobile/v0/facilities_info_controller.rb","index | schedulable","",""
"no_handling","Mobile::V0::FacilityEligibilityController","modules/mobile/app/controllers/mobile/v0/facility_eligibility_controller.rb","index","",""
"no_handling","Mobile::V0::FoldersController","modules/mobile/app/controllers/mobile/v0/folders_controller.rb","index | show | create | destroy","",""
"no_handling","Mobile::V0::GenderIdentityController","modules/mobile/app/controllers/mobile/v0/gender_identity_controller.rb","edit | update","",""
"no_handling","Mobile::V0::ImmunizationsController","modules/mobile/app/controllers/mobile/v0/immunizations_controller.rb","index","",""
"no_handling","Mobile::V0::LabsAndTestsController","modules/mobile/app/controllers/mobile/v0/labs_and_tests_controller.rb","index","",""
"no_handling","Mobile::V0::LocationsController","modules/mobile/app/controllers/mobile/v0/locations_controller.rb","show","",""
"no_handling","Mobile::V0::MaintenanceWindowsController","modules/mobile/app/controllers/mobile/v0/maintenance_windows_controller.rb","index","",""
"no_handling","Mobile::V0::MessageDraftsController","modules/mobile/app/controllers/mobile/v0/message_drafts_controller.rb","create | update | create_reply_draft | update_reply_draft","",""
"no_handling","Mobile::V0::PaymentHistoryController","modules/mobile/app/controllers/mobile/v0/payment_history_controller.rb","index","",""
"no_handling","Mobile::V0::PensionsController","modules/mobile/app/controllers/mobile/v0/pensions_controller.rb","index","",""
"no_handling","Mobile::V0::PhonesController","modules/mobile/app/controllers/mobile/v0/phones_controller.rb","create | update | destroy","",""
"no_handling","Mobile::V0::PreNeedBurialController","modules/mobile/app/controllers/mobile/v0/pre_need_burial_controller.rb","create","",""
"no_handling","Mobile::V0::PreferredNamesController","modules/mobile/app/controllers/mobile/v0/preferred_names_controller.rb","update","",""
"no_handling","Mobile::V0::PrescriptionsController","modules/mobile/app/controllers/mobile/v0/prescriptions_controller.rb","index | refill | tracking","",""
"no_handling","Mobile::V0::ThreadsController","modules/mobile/app/controllers/mobile/v0/threads_controller.rb","index","",""
"no_handling","Mobile::V0::TranslationsController","modules/mobile/app/controllers/mobile/v0/translations_controller.rb","download","",""
"no_handling","Mobile::V0::UsersController","modules/mobile/app/controllers/mobile/v0/users_controller.rb","show | logged_in | logout","",""
"no_handling","Mobile::V0::VetVerificationStatusesController","modules/mobile/app/controllers/mobile/v0/vet_verification_statuses_controller.rb","show","",""
"no_handling","Mobile::V0::VeteransAffairsEligibilityController","modules/mobile/app/controllers/mobile/v0/veterans_affairs_eligibility_controller.rb","show","",""
"no_handling","Mobile::V1::ImmunizationsController","modules/mobile/app/controllers/mobile/v1/immunizations_controller.rb","index","",""
"no_handling","Mobile::V1::LabsAndTestsController","modules/mobile/app/controllers/mobile/v1/labs_and_tests_controller.rb","index","",""
"no_handling","Mobile::V1::MessagesController","modules/mobile/app/controllers/mobile/v1/messages_controller.rb","thread","",""
"no_handling","Mobile::V1::UsersController","modules/mobile/app/controllers/mobile/v1/users_controller.rb","show","",""
"no_handling","Mobile::V2::UsersController","modules/mobile/app/controllers/mobile/v2/users_controller.rb","show","",""
"no_handling","MyHealth::ApidocsController","modules/my_health/app/controllers/my_health/apidocs_controller.rb","index","",""
"no_handling","MyHealth::V1::AALController","modules/my_health/app/controllers/my_health/v1/aal_controller.rb","create","",""
"no_handling","MyHealth::V1::AllergiesController","modules/my_health/app/controllers/my_health/v1/allergies_controller.rb","index | show","",""
"no_handling","MyHealth::V1::ClinicalNotesController","modules/my_health/app/controllers/my_health/v1/clinical_notes_controller.rb","index | show","",""
